Condition,Category,MatchingBrain,MatchingMS,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
ADCell,GOTERM_MF_DIRECT,0,0,GO:0015175~neutral L-amino acid transmembrane transporter activity,4,0.705467372,0.008176061,"SLC7A5, SLC1A2, SLC1A3, SLC3A2",550,15,19208,9.312969697,0.999657691,0.567652206,0.565900193
ADCell,GOTERM_MF_DIRECT,0,0,GO:0005536~D-glucose binding,4,0.705467372,0.008176061,"HK3, UGP2, GCK, HK2",550,15,19208,9.312969697,0.999657691,0.567652206,0.565900193
ADCell,GOTERM_MF_DIRECT,0,0,GO:0001540~amyloid-beta binding,8,1.410934744,0.010864872,"C1QA, TREM2, LILRB2, CD36, APOE, CLU, SORL1, LDLR",550,85,19208,3.286930481,0.999975539,0.647946333,0.645946499
ADCell,GOTERM_MF_DIRECT,0,0,GO:0019158~mannokinase activity,3,0.529100529,0.011332395,"HK3, GCK, HK2",550,6,19208,17.46181818,0.999984551,0.647946333,0.645946499
ADCell,GOTERM_MF_DIRECT,0,0,GO:0004396~hexokinase activity,3,0.529100529,0.011332395,"HK3, GCK, HK2",550,6,19208,17.46181818,0.999984551,0.647946333,0.645946499
ADCell,GOTERM_MF_DIRECT,0,0,GO:0004950~chemokine receptor activity,4,0.705467372,0.016001436,"CCRL2, CXCR4, CCR6, CCR5",550,19,19208,7.352344498,0.999999845,0.864077533,0.861410627
ADCell,GOTERM_MF_DIRECT,0,0,GO:0008574~plus-end-directed microtubule motor activity,4,0.705467372,0.018433229,"KIF18B, KIF21A, KIF1B, KIF15",550,20,19208,6.984727273,0.999999986,0.899834885,0.897057616
ADCell,GOTERM_MF_DIRECT,0,0,GO:0008865~fructokinase activity,3,0.529100529,0.020366633,"HK3, GCK, HK2",550,8,19208,13.09636364,0.999999998,0.899834885,0.897057616
ADCell,GOTERM_MF_DIRECT,0,0,"GO:0016812~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",3,0.529100529,0.020366633,"DPYSL2, DPYSL3, CD101",550,8,19208,13.09636364,0.999999998,0.899834885,0.897057616
ADCell,GOTERM_MF_DIRECT,0,0,GO:0004340~glucokinase activity,3,0.529100529,0.020366633,"HK3, GCK, HK2",550,8,19208,13.09636364,0.999999998,0.899834885,0.897057616
ADCell,GOTERM_MF_DIRECT,0,0,GO:0016887~ATP hydrolysis activity,21,3.703703704,0.023056228,"ABCA1, RFC4, MCM8, RFC2, CHD3, CDC6, SMC4, SMC2, KIF15, MYO1E, RAD51, KIF18B, ORC1, PSMC4, KIFC1, MCM4, KIF21A, KIF1B, SMPDL3A, ABCG1, ATP9A",550,430,19208,1.705572939,1,0.974376232,0.971368898
ADCell,GOTERM_MF_DIRECT,0,0,GO:0003677~DNA binding,52,9.171075838,0.026978649,"MCM8, HJURP, HMGB2, HMGB3, TNFAIP3, CHD3, FOXM1, BRCA2, MKI67, ETS2, RPS15, DCANP1, NFKBIZ, MYB, NUSAP1, EMX1, ZHX2, RFC4, RFC2, SP110, APLP2, MITF, RPSA, RUNX3, ETV5, WDR76, ILF3, TFDP1, SLPI, DPEP2, MCM4, NUPR1, PRIM2, DNMT1, PCNA, MYRF, UHRF1, ZNF22, BCLAF1, CHRAC1, ORC1, RBBP8, E2F2, HNRNPA1, EGR1, NFATC2, POU2F2, RAD51, TCF4, HBP1, CRLF3, ZNF652",550,1355,19208,1.340242872,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0015026~coreceptor activity,6,1.058201058,0.03003901,"ITGB3, CXCR4, IL1RAP, ROR2, GPC4, CCR5",550,61,19208,3.435111773,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,"GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",5,0.881834215,0.03138186,"HSD3B7, DHRS7, HPGD, DHRS9, RDH10",550,42,19208,4.157575758,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0048018~receptor ligand activity,8,1.410934744,0.033849067,"DLL4, C3, ITPRIPL1, GPNMB, SEMA4D, APOE, CLU, F2RL2",550,107,19208,2.611112999,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0019894~kinesin binding,5,0.881834215,0.036418419,"SPAG9, KIF18B, PRC1, KIF1B, FAM83D",550,44,19208,3.968595041,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0003697~single-stranded DNA binding,8,1.410934744,0.036878533,"RAD51, MCM8, HMGB2, MCM4, BRCA2, HNRNPA1, SMC4, SMC2",550,109,19208,2.563202669,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0019957~C-C chemokine binding,4,0.705467372,0.037080355,"CCRL2, CXCR4, CCR6, CCR5",550,26,19208,5.372867133,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0016493~C-C chemokine receptor activity,4,0.705467372,0.037080355,"CCRL2, CXCR4, CCR6, CCR5",550,26,19208,5.372867133,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0016176~superoxide-generating NADPH oxidase activator activity,3,0.529100529,0.037807092,"NCF1, NCF1B, NCF1C",550,11,19208,9.524628099,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0032396~inhibitory MHC class I receptor activity,3,0.529100529,0.037807092,"LILRB1, LILRB2, LILRA5",550,11,19208,9.524628099,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0005509~calcium ion binding,31,5.467372134,0.038831315,"SPARC, C1S, TTYH2, CLSTN3, LTBP2, SLC8A1, THBS3, RASGRP3, DLL4, THBD, S100A16, STAB1, CDH23, CAPN3, LDLR, S100A10, EGFL7, PLA2G2D, CD93, KCNIP3, ANXA4, EDEM2, PPP2R3A, CLEC4A, RCN3, EHD2, EHD3, S100A6, FAM20C, FKBP9, ASTN2",550,746,19208,1.451250305,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0004197~cysteine-type endopeptidase activity,6,1.058201058,0.040256256,"UCHL1, CASP5, CTSL, USP2, CTSD, LGMN",550,66,19208,3.174876033,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0005178~integrin binding,10,1.76366843,0.043410542,"CD40LG, GPNMB, ITGB5, ITGA3, IL1B, ITGB3, ITGBL1, TGFBI, S1PR2, MFGE8",550,162,19208,2.155780022,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0045296~cadherin binding,16,2.821869489,0.043934398,"RAB1A, CTNND1, SLC3A2, CKAP5, PAICS, EPN2, TBC1D2, CTTN, MPRIP, COBLL1, CDH23, FLNA, TAGLN2, RPL15, WASF2, EPHA2",550,321,19208,1.740741999,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0016787~hydrolase activity,16,2.821869489,0.0454207,"ACOT9, HELLS, ASAH1, IL1RAP, CHD3, GNS, ACTA2, GALNS, EHD2, NT5DC2, ALOX5, PNPLA3, MCM4, ACP5, DCP2, TUBA8",550,323,19208,1.729963411,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0048020~CCR chemokine receptor binding,4,0.705467372,0.048963855,"CCL3L3, CCRL2, CCL3, CCL2",550,29,19208,4.817053292,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0008035~high-density lipoprotein particle binding,3,0.529100529,0.051646528,"ABCA1, TREM2, CD36",550,13,19208,8.059300699,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,1,0,GO:0005524~ATP binding,56,9.87654321,0.052701655,"MCM8, CHD3, MKI67, SMC4, HK2, IGF1R, KIF15, SMC2, HK3, KIF21A, KIF1B, GLUL, JAK1, HELLS, RFC4, RFC2, PRKCD, IRAK3, RUNX3, ACTA2, FGR, KIFC1, FAM20C, MCM4, ALPK3, ROR2, SLC27A3, CARS2, ABCG1, EPHA2, ACSS2, UBA7, STK39, NOLC1, KALRN, AURKB, ORC1, MYH10, ATP9A, ABCA1, UBE2C, DCLK2, CDC7, CDC6, PAICS, GCK, MYO1E, EHD2, GCLC, EHD3, RAD51, KIF18B, CDK5, PSMC4, UBE2T, CDK1",550,1544,19208,1.266660386,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,"GO:0043325~phosphatidylinositol-3,4-bisphosphate binding",4,0.705467372,0.053289537,"NCF1, PLEKHA1, PLEK, PHLDA3",550,30,19208,4.656484848,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0023025~MHC class Ib protein complex binding,2,0.352733686,0.056348206,"LILRB1, LILRB2",550,2,19208,34.92363636,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0016213~linoleoyl-CoA desaturase activity,2,0.352733686,0.056348206,"FADS2, FADS1",550,2,19208,34.92363636,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0004051~arachidonate 5-lipoxygenase activity,2,0.352733686,0.056348206,"ALOX5, ALOX5AP",550,2,19208,34.92363636,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0050840~extracellular matrix binding,4,0.705467372,0.057792248,"ADAMTS15, SPARC, ITGB3, TGFBI",550,31,19208,4.50627566,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0005080~protein kinase C binding,5,0.881834215,0.060946616,"ITGB3, PLEK, SRSF2, FLNA, YWHAG",550,52,19208,3.358041958,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0005149~interleukin-1 receptor binding,3,0.529100529,0.066981502,"IL1A, IL1B, IL1RAP",550,15,19208,6.984727273,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0017124~SH3 domain binding,8,1.410934744,0.06985709,"DOCK3, AFAP1L1, SH3BP1, NCF1, DPYSL3, WAS, ARHGAP17, WASF2",550,126,19208,2.217373737,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0003729~mRNA binding,13,2.292768959,0.070700786,"RBM14, RPS5, SAMD4A, RPL13A, MSI2, PTBP1, BCLAF1, SLPI, RBM14-RBM4, DPEP2, SRSF3, SRSF7, RBMX",550,260,19208,1.746181818,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0003714~transcription corepressor activity,11,1.940035273,0.074130499,"RB1, CASP8AP2, ASAH1, BCL3, SRSF2, RBBP8, IRF2BP2, BCOR, TOB1, ZNF366, EZH2",550,207,19208,1.855845411,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0005324~long-chain fatty acid transmembrane transporter activity,3,0.529100529,0.075142857,"FABP4, FABP5, CD36",550,16,19208,6.548181818,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0005543~phospholipid binding,8,1.410934744,0.07955384,"PLA2G2D, PLEKHA1, AGAP1, TREM2, APOE, PLA2G7, ABCG1, EPN2",550,130,19208,2.149146853,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0031267~small GTPase binding,14,2.469135802,0.080428828,"ABCA1, NCKAP1, DOCK3, ODF2, WAS, SORL1, TRIOBP, RASGRP3, FMNL1, MLPH, TMEM127, RILPL1, FLNA, RILP",550,294,19208,1.663030303,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0034988~Fc-gamma receptor I complex binding,2,0.352733686,0.08332232,"FGR, FLNA",550,3,19208,23.28242424,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0004566~beta-glucuronidase activity,2,0.352733686,0.08332232,"HPSE, GUSB",550,3,19208,23.28242424,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0004768~stearoyl-CoA 9-desaturase activity,2,0.352733686,0.08332232,"FADS2, SCD",550,3,19208,23.28242424,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0044729~hemi-methylated DNA-binding,2,0.352733686,0.08332232,"EGR1, UHRF1",550,3,19208,23.28242424,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0031435~mitogen-activated protein kinase kinase kinase binding,3,0.529100529,0.083600185,"TRIM72, ROR2, SASH1",550,17,19208,6.162994652,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0036002~pre-mRNA binding,3,0.529100529,0.083600185,"PTBP1, SRSF2, HNRNPA1",550,17,19208,6.162994652,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0003777~microtubule motor activity,5,0.881834215,0.088010646,"KIF18B, KIFC1, KIF21A, KIF1B, KIF15",550,59,19208,2.9596302,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0004867~serine-type endopeptidase inhibitor activity,7,1.234567901,0.089378736,"SERPINA1, SLPI, APLP2, PAPLN, SERPING1, SERPINB9, TFPI",550,108,19208,2.263569024,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0003735~structural constituent of ribosome,10,1.76366843,0.091125768,"RPS15, RPL5, RPS17, RPS5, RPL13A, RPSA, RPL15, RPS27A, RPS10, RPS12",550,188,19208,1.857640232,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0000987~cis-regulatory region sequence-specific DNA binding,5,0.881834215,0.092281726,"TFDP1, UHRF1, HMGB2, ARNT, E2F2",550,60,19208,2.91030303,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0008146~sulfotransferase activity,4,0.705467372,0.093944886,"NDST2, SULT1C2, HS3ST1, HS3ST2",550,38,19208,3.676172249,1,1,0.997940268
ADCell,GOTERM_MF_DIRECT,0,0,GO:0017046~peptide hormone binding,4,0.705467372,0.099720065,"EDNRB, SLC40A1, INHBA, CSF2RA",550,39,19208,3.581911422,1,1,0.997940268
,,0.06234414,0.134663342,,,,,,,,,,,,
